NOME DO MUNICÍPIO,COD. MUNIC,POPULAÇÃO ESTIMADA
Matupá/MT,5105606,17017.00
Belo Campo/BA,2903508,17013.00
Santa Cecília/SC,4215505,17004.00
Bonito/BA,2904050,16999.00
Rosário Oeste/MT,5107701,16999.00
Realeza/PR,4121406,16976.00
Esperantinópolis/MA,2104008,16971.00
Taguatinga/TO,1720903,16966.00
Cocal do Sul/SC,4204251,16956.00
Brasilândia de Minas/MG,3108552,16950.00
Tapiramutá/BA,2931301,16939.00
Nova Resende/MG,3145109,16937.00
Capela/AL,2701704,16907.00
Poço Fundo/MG,3151701,16900.00
Cidreira/RS,4305454,16897.00
Guapiara/SP,3517604,16896.00
Tapauá/AM,1304104,16876.00
Pedregulho/SP,3537008,16876.00
Malhada/BA,2920205,16875.00
Carapebus/RJ,3300936,16859.00
Araçagi/PB,2500809,16857.00
Campanha/MG,3110905,16855.00
Piatã/BA,2924306,16854.00
Canudos/BA,2906824,16832.00
Juruena/MT,5105176,16811.00
Ipuã/SP,3521309,16794.00
Tabatinga/SP,3552700,16787.00
Fortim/CE,2304459,16776.00
João Neiva/ES,3203130,16774.00
Bonito/PA,1501600,16769.00
Tocantins/MG,3169000,16769.00
Maranhãozinho/MA,2106375,16754.00
Lima Duarte/MG,3138609,16749.00
Salitre/CE,2311959,16714.00
Pedro Alexandre/BA,2924207,16698.00
Poté/MG,3152402,16675.00
Urandi/BA,2932606,16672.00
Tururu/CE,2313559,16588.00
Bom Lugar/MA,2102077,16578.00
Vitória do Jari/AP,1600808,16572.00
Mangueirinha/PR,4114401,16572.00
Conceição do Lago-Açu/MA,2103554,16559.00
Machados/PE,2609105,16549.00
Caçu/GO,5204300,16525.00
Raposos/MG,3153905,16501.00
Morretes/PR,4116208,16485.00
Nova Canaã/BA,2922706,16482.00
Tapejara/PR,4126801,16480.00
Perdizes/MG,3149804,16469.00
Ibitiara/BA,2913002,16463.00
Sertanópolis/PR,4126504,16456.00
Passa Quatro/MG,3147600,16439.00
Aveiro/PA,1501006,16421.00
Vila Bela da Santíssima Trindade/MT,5105507,16412.00
Bituruna/PR,4102901,16411.00
Fonte Boa/AM,1301605,16409.00
Alvarães/AM,1300029,16396.00
Santa Margarida/MG,3157906,16393.00
Sananduva/RS,4316600,16382.00
Lago Verde/MA,2105906,16369.00
Pereiro/CE,2310803,16356.00
Lagoa dos Gatos/PE,2608701,16345.00
Clevelândia/PR,4105706,16344.00
Agudo/RS,4300109,16344.00
Filadélfia/BA,2910859,16314.00
Pindaí/BA,2924504,16308.00
Corupá/SC,4204509,16300.00
Paulino Neves/MA,2108058,16295.00
Capinópolis/MG,3112604,16294.00
Itaú de Minas/MG,3133758,16286.00
Mojuí dos Campos/PA,1504752,16282.00
Borborema/SP,3507407,16278.00
Iguatemi/MS,5004304,16273.00
Ibicuí/BA,2912301,16262.00
Guamaré/RN,2404507,16261.00
São Benedito do Sul/PE,2612901,16239.00
Joselândia/MA,2105609,16228.00
Barrocas/BA,2903276,16225.00
Campinápolis/MT,5102603,16223.00
Altinópolis/SP,3501004,16221.00
Santo Amaro do Maranhão/MA,2110278,16219.00
Barra de Santo Antônio/AL,2700508,16201.00
Itaeté/BA,2915007,16164.00
Monte Negro/RO,1101401,16158.00
Itaipava do Grajaú/MA,2105351,16158.00
Getúlio Vargas/RS,4308904,16158.00
Piancó/PB,2511301,16147.00
Palmitos/SC,4212106,16144.00
Coaraci/BA,2908002,16128.00
São Lourenço da Serra/SP,3549953,16127.00
Candói/PR,4104428,16126.00
Quixelô/CE,2311355,16116.00
Fartura/SP,3515400,16102.00
São Pedro do Sul/RS,4319406,16100.00
Cerejeiras/RO,1100056,16088.00
América Dourada/BA,2901155,16086.00
Alto Santo/CE,2300705,16077.00
Mozarlândia/GO,5214002,16077.00
Anapurus/MA,2100808,16054.00
Nova Bandeirantes/MT,5106158,16052.00
Salinas da Margarida/BA,2927309,16047.00
Nova Ponte/MG,3145000,16046.00
Água Clara/MS,5000203,16025.00
Tangará/RN,2414001,16008.00
Joaquim Nabuco/PE,2608206,15999.00
Tremedal/BA,2931806,15996.00
Biritinga/BA,2903607,15989.00
Ribeirão Branco/SP,3543006,15984.00
Canutama/AM,1300904,15981.00
São Francisco do Pará/PA,1507409,15978.00
Indiara/GO,5209952,15962.00
Panorama/SP,3535408,15944.00
Grão Mogol/MG,3127800,15943.00
Poxoréu/MT,5107008,15936.00
Rosana/SP,3544251,15929.00
Papagaios/MG,3146909,15922.00
Encruzilhada/BA,2910404,15914.00
Capitão Leônidas Marques/PR,4104600,15887.00
Lagoa Nova/RN,2406502,15880.00
Saloá/PE,2612307,15880.00
Lagoa Real/BA,2918753,15870.00
Itamonte/MG,3133006,15844.00
Orizona/GO,5215306,15834.00
Mário Campos/MG,3140159,15814.00
Nova Olinda/CE,2309201,15798.00
São João do Carú/MA,2111029,15768.00
São João Evangelista/MG,3162807,15761.00
Ipanguaçu/RN,2404705,15759.00
Saboeiro/CE,2311900,15757.00
Guiratinga/MT,5104203,15740.00
Giruá/RS,4309001,15729.00
Acrelândia/AC,1200013,15721.00
Santa Cruz/PE,2612455,15713.00
Sumidouro/RJ,3305703,15709.00
Restinga Sêca/RS,4315503,15702.00
Frei Paulo/SE,2802304,15688.00
Araguanã/MA,2100873,15675.00
Tupi Paulista/SP,3555109,15670.00
Igaporã/BA,2913408,15661.00
Campos Altos/MG,3111507,15661.00
Mantenópolis/ES,3203304,15653.00
Nova Timboteua/PA,1505007,15646.00
Poço Branco/RN,2410108,15646.00
Santa Adélia/SP,3545605,15639.00
Ibateguara/AL,2703007,15637.00
Frei Miguelinho/PE,2605806,15633.00
Luís Antônio/SP,3527603,15628.00
Barra de Santa Rosa/PB,2501609,15607.00
Holambra/SP,3519055,15605.00
Muqui/ES,3203809,15602.00
Espumoso/RS,4307500,15594.00
Eldorado/SP,3514809,15592.00
Dionísio Cerqueira/SC,4205001,15592.00
Pinhalzinho/SP,3538204,15564.00
Dom Feliciano/RS,4306502,15556.00
Mirandiba/PE,2609303,15548.00
Primeira Cruz/MA,2109403,15545.00
São Félix do Coribe/BA,2929057,15543.00
Cruzília/MG,3120805,15529.00
Felixlândia/MG,3125705,15528.00
Rio do Antônio/BA,2926806,15521.00
Cambuci/RJ,3300902,15521.00
Nova Veneza/SC,4211603,15515.00
Itanhandu/MG,3133105,15511.00
Itapagipe/MG,3133402,15511.00
Taperoá/PB,2516508,15505.00
Buritirana/MA,2102358,15503.00
Juruá/AM,1302207,15495.00
Jurema/PE,2608404,15483.00
Joaíma/MG,3136009,15476.00
Santa Luzia/PB,2513406,15470.00
Entre Rios de Minas/MG,3123908,15458.00
Coronel Sapucaia/MS,5003157,15449.00
São Simão/SP,3550902,15446.00
Novo Triunfo/BA,2923050,15445.00
Coremas/PB,2504801,15438.00
Rio Azul/PR,4122008,15433.00
Vitória do Xingu/PA,1508357,15421.00
Pendências/RN,2409902,15411.00
Bela Vista do Paraíso/PR,4102802,15400.00
Capitão Enéas/MG,3112703,15388.00
Italva/RJ,3302056,15387.00
Lauro Müller/SC,4209607,15380.00
Sabinópolis/MG,3156809,15364.00
Tarumã/SP,3553955,15361.00
São João do Triunfo/PR,4125100,15359.00
Uiraúna/PB,2516904,15356.00
Chapada do Norte/MG,3116100,15334.00
Teixeira/PB,2516706,15333.00
Nobres/MT,5105903,15332.00
Itajobi/SP,3521903,15331.00
Inhuma/PI,2204709,15330.00
Ipiranga/PR,4110508,15327.00
Auriflama/SP,3504206,15316.00
Monte Alegre de Sergipe/SE,2804201,15315.00
Meruoca/CE,2308203,15309.00
Orocó/PE,2609808,15309.00
Natividade/RJ,3303104,15305.00
Serra Azul/SP,3551405,15292.00
Curiúva/PR,4107009,15289.00
Areado/MG,3104304,15288.00
Tamarana/PR,4126678,15277.00
Passo de Camaragibe/AL,2706505,15270.00
Alto Alegre/RR,1400050,15249.00
Glória/BA,2911402,15247.00
Jussara/BA,2918506,15241.00
Triunfo/PE,2615706,15232.00
Primavera/PE,2611408,15231.00
Acajutiba/BA,2900306,15214.00
Colorado do Oeste/RO,1100064,15213.00
Soledade/PB,2516102,15211.00
Miraí/MG,3142205,15205.00
Itaporanga/SP,3522802,15197.00
Presidente Dutra/BA,2925600,15180.00
Barro Alto/BA,2903235,15171.00
Ipaussu/SP,3520905,15165.00
Boa Esperança/ES,3201001,15146.00
Acarape/CE,2300150,15140.00
Alvinópolis/MG,3102308,15135.00
Boa Esperança do Sul/SP,3506706,15111.00
Teolândia/BA,2931608,15097.00
Barroquinha/CE,2302057,15069.00
Mirinzal/MA,2106805,15059.00
Itinga/MG,3134004,15053.00
Jardim de Piranhas/RN,2405603,15044.00
Sobradinho/RS,4320701,15041.00
Carmo de Minas/MG,3114105,15031.00
Nova Trento/SC,4211504,15010.00
Jupi/PE,2608305,15007.00
Rebouças/PR,4121505,14991.00
Ibipitanga/BA,2912509,14989.00
Olinda Nova do Maranhão/MA,2107456,14968.00
Salto do Lontra/PR,4123006,14957.00
Alto Paraná/PR,4100608,14945.00
Patrocínio Paulista/SP,3536307,14941.00
Upanema/RN,2414605,14937.00
Flórida Paulista/SP,3516002,14936.00
Botelhos/MG,3108404,14927.00
Santa Branca/SP,3546009,14925.00
Santa Izabel do Oeste/PR,4123808,14924.00
Alto do Rodrigues/RN,2400703,14923.00
Porteiras/CE,2311108,14920.00
Jatobá/PE,2608057,14904.00
Candeias/MG,3112000,14890.00
Brasil Novo/PA,1501725,14883.00
Pedro Velho/RN,2409803,14881.00
Cidelândia/MA,2103257,14855.00
Jacaraci/BA,2917409,14855.00
Feliz Natal/MT,5103700,14847.00
Nina Rodrigues/MA,2107209,14826.00
Alagoinha/PE,2600609,14798.00
Bom Jesus do Galho/MG,3107802,14792.00
Assaí/PR,4101903,14792.00
Tavares/PB,2516607,14791.00
Xexéu/PE,2616506,14789.00
São Félix/BA,2929008,14784.00
Curuá/PA,1502855,14776.00
Apuiarés/CE,2300903,14742.00
Governador Celso Ramos/SC,4206009,14739.00
Ponto Novo/BA,2925253,14729.00
Governador Eugênio Barros/MA,2104602,14703.00
Tibau do Sul/RN,2414209,14694.00
São Sebastião do Uatumã/AM,1303957,14678.00
Caetanos/BA,2905156,14671.00
Alfredo Chaves/ES,3200300,14670.00
Simões/PI,2210706,14664.00
Pacatuba/SE,2804904,14650.00
Itaguaçu da Bahia/BA,2915353,14650.00
Santa Filomena/PE,2612554,14645.00
Balneário Pinhal/RS,4301636,14645.00
Palmeirais/PI,2207504,14633.00
Barra de Guabiraba/PE,2601300,14632.00
Ribeira do Amparo/BA,2926509,14631.00
Alagoinha/PB,2500502,14629.00
Matias Barbosa/MG,3140803,14626.00
Montalvânia/MG,3142700,14621.00
Bicas/MG,3106903,14612.00
Santa Maria do Suaçuí/MG,3158201,14607.00
Cândido de Abreu/PR,4104402,14606.00
Caldas/MG,3110301,14600.00
Itatim/BA,2916856,14588.00
Retirolândia/BA,2926103,14588.00
Jiquiriçá/BA,2918209,14576.00
Paranhos/MS,5006358,14576.00
Maurilândia/GO,5213004,14568.00
Alterosa/MG,3102001,14566.00
Quatis/RJ,3304128,14562.00
Mucambo/CE,2309003,14561.00
Elesbão Veloso/PI,2203503,14550.00
Serra Preta/BA,2930402,14531.00
Ilhota/SC,4207106,14531.00
Campestre do Maranhão/MA,2102556,14530.00
Arês/RN,2401206,14526.00
Boninal/BA,2904001,14518.00
Santo Antônio dos Lopes/MA,2110302,14516.00
Santa Juliana/MG,3157708,14497.00
Ibirataia/BA,2912905,14476.00
Igarapé do Meio/MA,2105153,14470.00
Jacaraú/PB,2507309,14467.00
Poço das Trincheiras/AL,2707206,14447.00
Bom Princípio/RS,4302352,14446.00
São João d'Aliança/GO,5220009,14423.00
Andorinha/BA,2901353,14416.00
Graça/CE,2304657,14415.00
Candiba/BA,2906600,14415.00
Taguaí/SP,3553005,14415.00
Marmeleiro/PR,4115408,14407.00
Joaquim Pires/PI,2205409,14396.00
Casinhas/PE,2604155,14395.00
Campo Novo de Rondônia/RO,1100700,14391.00
Carlópolis/PR,4104709,14391.00
Tapurah/MT,5108006,14380.00
Peri Mirim/MA,2108405,14371.00
Alto Longá/PI,2200301,14371.00
Brazópolis/MG,3108909,14364.00
Astolfo Dutra/MG,3104601,14358.00
São Pedro do Piauí/PI,2210508,14356.00
Iracema/CE,2306009,14351.00
Itagibá/BA,2915205,14331.00
Pacaembu/SP,3534906,14326.00
Rio Piracicaba/MG,3155702,14325.00
Quatá/SP,3541703,14309.00
Santa Maria do Cambucá/PE,2612703,14308.00
Itapuí/SP,3522901,14297.00
Anamã/AM,1300086,14292.00
Brejo do Cruz/PB,2502805,14287.00
Tarumirim/MG,3168408,14280.00
Satubinha/MA,2111722,14274.00
Guapé/MG,3128105,14269.00
Cerro Largo/RS,4305207,14243.00
Ipecaetá/BA,2913804,14229.00
Chapada Gaúcha/MG,3116159,14217.00
Iaciara/GO,5209903,14215.00
Paraíso do Norte/PR,4118006,14211.00
Guapó/GO,5209200,14206.00
Santa Luzia do Itanhy/SE,2806305,14205.00
Arroio dos Ratos/RS,4301107,14201.00
Frecheirinha/CE,2304509,14195.00
Santo Cristo/RS,4317905,14177.00
Siderópolis/SC,4217600,14176.00
Nilo Peçanha/BA,2922607,14156.00
Brejões/BA,2904308,14155.00
Engenheiro Paulo de Frontin/RJ,3301801,14138.00
Várzea da Roça/BA,2933059,14135.00
Ibiraci/MG,3129707,14128.00
Gurinhém/PB,2506400,14125.00
Coribe/BA,2909109,14108.00
São João do Araguaia/PA,1507508,14105.00
Vianópolis/GO,5222005,14088.00
Iconha/ES,3202603,14083.00
Massaranduba/PB,2509206,14077.00
Cabo Verde/MG,3109501,14074.00
Maracaí/SP,3528809,14069.00
Vila Valério/ES,3205176,14065.00
Avanhandava/SP,3504404,14063.00
Ivaí/PR,4111407,14049.00
Cumaru do Norte/PA,1502764,14044.00
Satuba/AL,2708907,14042.00
Ielmo Marinho/RN,2404606,14033.00
Araruna/PR,4101705,14029.00
Maria da Fé/MG,3139904,14019.00
Peabiru/PR,4118808,14017.00
Lagoa da Confusão/TO,1711902,13989.00
Uruoca/CE,2313906,13988.00
Itaguaçu/ES,3202702,13982.00
Senador La Rocque/MA,2111763,13981.00
Cristópolis/BA,2909703,13981.00
Baianópolis/BA,2902500,13979.00
Miraíma/CE,2308377,13965.00
Urupês/SP,3556008,13965.00
Pedro Afonso/TO,1716505,13964.00
Engenheiro Beltrão/PR,4107504,13962.00
Morungaba/SP,3532009,13936.00
Montividiu/GO,5213756,13935.00
Santa Brígida/BA,2927606,13917.00
Angical/BA,2901403,13902.00
Uibaí/BA,2932408,13894.00
Senador Rui Palmeira/AL,2708956,13893.00
Piratininga/SP,3539400,13890.00
Campina da Lagoa/PR,4103909,13888.00
São Ludgero/SC,4217006,13886.00
Centro do Guilherme/MA,2103158,13876.00
Demerval Lobão/PI,2203305,13862.00
Jaguapitã/PR,4111902,13861.00
Tracunhaém/PE,2615508,13856.00
Uarini/AM,1304260,13839.00
Mansidão/BA,2920452,13822.00
Santo Augusto/RS,4317806,13813.00
São José do Cedro/SC,4216701,13811.00
Alvorada D'Oeste/RO,1100346,13807.00
Serra Branca/PB,2515500,13807.00
Puxinanã/PB,2512408,13801.00
Vila Nova dos Martírios/MA,2112852,13800.00
Uruana/GO,5221700,13795.00
Quatipuru/PA,1506112,13794.00
Nioaque/MS,5005806,13794.00
Queluz/SP,3541901,13788.00
Balneário Arroio do Silva/SC,4201950,13782.00
Cotegipe/BA,2909406,13756.00
Valentim Gentil/SP,3556107,13732.00
Conceição do Rio Verde/MG,3117702,13729.00
Virgem da Lapa/MG,3171600,13729.00
Feliz/RS,4308102,13728.00
Itiquira/MT,5104609,13727.00
Santana do Maranhão/MA,2110237,13704.00
Mallet/PR,4113908,13697.00
Palmares Paulista/SP,3535101,13691.00
Camapuã/MS,5002605,13675.00
Irupi/ES,3202652,13672.00
Passa e Fica/RN,2409100,13667.00
General Carneiro/PR,4108502,13661.00
Águas Vermelhas/MG,3101003,13656.00
Mirabela/MG,3142007,13651.00
Iporã/PR,4110607,13642.00
Chã de Alegria/PE,2604403,13641.00
Mascote/BA,2920908,13619.00
Barra do Ribeiro/RS,4301909,13618.00
Arara/PB,2500908,13613.00
Choró/CE,2303931,13608.00
Firminópolis/GO,5207808,13604.00
Amajari/RR,1400027,13561.00
Palmácia/CE,2310100,13553.00
Miranorte/TO,1713304,13551.00
Pé de Serra/BA,2924058,13535.00
Tomar do Geru/SE,2807501,13534.00
Alexandria/RN,2400505,13529.00
Manoel Ribas/PR,4114500,13517.00
Itaguara/MG,3132206,13510.00
Martinho Campos/MG,3140506,13497.00
Piquete/SP,3538501,13495.00
Itapetim/PE,2607703,13492.00
Serrolândia/BA,2930600,13490.00
Paripueira/AL,2706448,13484.00
Joanópolis/SP,3525508,13453.00
Caldeirão Grande/BA,2905503,13452.00
Arroio do Tigre/RS,4301206,13452.00
Imbaú/PR,4110078,13449.00
Abre Campo/MG,3100302,13434.00
Japoatã/SE,2803401,13422.00
Ibaretama/CE,2305266,13385.00
Planalto/PR,4119806,13385.00
Tenente Portela/RS,4321402,13385.00
Rio Casca/MG,3154903,13384.00
Ribeirão Bonito/SP,3542909,13376.00
Dores do Indaiá/MG,3123205,13373.00
Luiz Alves/SC,4210001,13347.00
Lucena/PB,2508604,13344.00
Cantagalo/PR,4104451,13340.00
Água Boa/MG,3100609,13319.00
Bocaiúva do Sul/PR,4103107,13308.00
São Domingos/GO,5219803,13305.00
Lagoa do Ouro/PE,2608602,13300.00
Palestina/SP,3535002,13285.00
Crissiumal/RS,4306007,13269.00
Alto Alegre dos Parecis/RO,1100379,13268.00
Banzaê/BA,2902658,13251.00
Rio Bonito do Iguaçu/PR,4122156,13240.00
Mogeiro/PB,2509404,13238.00
Balsa Nova/PR,4102307,13238.00
São João das Missões/MG,3162450,13232.00
Buenos Aires/PE,2602704,13224.00
Nordestina/BA,2922656,13197.00
Nova Londrina/PR,4117107,13188.00
Goiatins/TO,1709005,13169.00
Monte Belo/MG,3143005,13139.00
Milhã/CE,2308351,13129.00
Balneário Rincão/SC,4220000,13129.00
Barra do Mendes/BA,2903003,13128.00
Sangão/SC,4215455,13128.00
Maribondo/AL,2704807,13123.00
Andaraí/BA,2901304,13122.00
Carnaubeira da Penha/PE,2603926,13117.00
Governador Dix-Sept Rosado/RN,2404309,13115.00
Lagoa Dourada/MG,3137403,13115.00
Chaval/CE,2303907,13112.00
Sítio do Mato/BA,2930758,13104.00
Nossa Senhora do Livramento/MT,5106109,13093.00
Marilândia/ES,3203353,13091.00
São Luís do Curu/CE,2312601,13086.00
Turvo/SC,4218806,13080.00
Cristais/MG,3120201,13060.00
Governador Lindenberg/ES,3202256,13047.00
Deodápolis/MS,5003454,13043.00
Antônio Prado/RS,4300802,13041.00
Mineiros do Tietê/SP,3529807,13023.00
Nova Crixás/GO,5214838,13020.00
Terra Nova/BA,2931707,13018.00
Piên/PR,4119103,13015.00
Mar de Espanha/MG,3139805,12985.00
Turvo/PR,4127965,12977.00
Piçarra/PA,1505635,12976.00
Saúde/BA,2929800,12971.00
Igrapiúna/BA,2913457,12963.00
Aracatu/BA,2902005,12960.00
Heliópolis/BA,2911857,12946.00
Manoel Vitorino/BA,2920403,12944.00
Presidente Bernardes/SP,3541208,12943.00
Tapiratiba/SP,3553609,12940.00
Presidente Juscelino/MA,2109205,12939.00
Cidade Gaúcha/PR,4105607,12939.00
Davinópolis/MA,2103752,12923.00
Itaipé/MG,3132305,12910.00
São José do Campestre/RN,2412302,12901.00
Mamborê/PR,4114005,12900.00
Mostardas/RS,4312500,12888.00
Conceição do Castelo/ES,3201704,12887.00
Campinorte/GO,5204706,12880.00
Rio de Contas/BA,2926707,12878.00
Nova Canaã do Norte/MT,5106216,12876.00
Brejinho/RN,2401800,12873.00
Ribeirão do Pinhal/PR,4121901,12869.00
Patu/RN,2409308,12861.00
Riolândia/SP,3544202,12856.00
Porto Alegre do Norte/MT,5106778,12849.00
Tacaimbó/PE,2614709,12843.00
Cachoeira Alta/GO,5204102,12843.00
Novo Lino/AL,2705606,12837.00
Flexeiras/AL,2702801,12823.00
Cardoso Moreira/RJ,3301157,12818.00
Betânia/PE,2601805,12811.00
Cambuquira/MG,3110707,12810.00
Vera Cruz/RN,2414803,12789.00
São Pedro da Água Branca/MA,2111532,12779.00
Simplício Mendes/PI,2210805,12778.00
São Gonçalo do Pará/MG,3161809,12776.00
Areal/RJ,3300225,12763.00
Teixeira Soares/PR,4127007,12761.00
Palmital/PR,4117800,12755.00
São Geraldo/MG,3161502,12751.00
Água Doce do Maranhão/MA,2100154,12731.00
Sete Barras/SP,3551801,12731.00
Ibicuitinga/CE,2305332,12730.00
Maxaranguape/RN,2407500,12714.00
São Romão/MG,3164209,12713.00
Santa Cruz da Baixa Verde/PE,2612471,12708.00
Bonfim/RR,1400159,12701.00
Ibiraçu/ES,3202504,12701.00
Malhador/SE,2803906,12689.00
Jataizinho/PR,4112702,12687.00
Fortaleza dos Nogueiras/MA,2104107,12662.00
Ubaí/MG,3170008,12661.00
Novo Horizonte/BA,2923035,12653.00
Porto/PI,2208502,12646.00
Ibirá/SP,3519402,12639.00
Iracema/RR,1400282,12637.00
Rio Vermelho/MG,3156007,12635.00
São Roque do Canaã/ES,3204955,12602.00
Porecatu/PR,4120002,12587.00
Lavínia/SP,3526506,12581.00
Cerro Grande do Sul/RS,4305173,12579.00
Bocaina/SP,3506805,12571.00
Tabapuã/SP,3552601,12561.00
Edéia/GO,5207402,12559.00
Várzea Nova/BA,2933158,12556.00
Canelinha/SC,4203709,12553.00
Cortês/PE,2604809,12543.00
Cananéia/SP,3509908,12542.00
Tabocas do Brejo Velho/BA,2930907,12515.00
Ubaporanga/MG,3170057,12514.00
Salto do Jacuí/RS,4316451,12512.00
Ilicínea/MG,3130507,12511.00
Aral Moreira/MS,5001243,12511.00
Ipaumirim/CE,2305704,12507.00
Porto Walter/AC,1200393,12497.00
Lontras/SC,4209904,12497.00
Ataléia/MG,3104700,12496.00
Setubinha/MG,3165552,12493.00
Nova Ubiratã/MT,5106240,12492.00
Itiruçu/BA,2916906,12482.00
Cruzeiro do Sul/RS,4306205,12457.00
Brejetuba/ES,3201159,12450.00
Bom Retiro do Sul/RS,4302402,12448.00
Eldorado/MS,5003751,12447.00
São Miguel do Tocantins/TO,1720200,12445.00
Planura/MG,3151602,12445.00
Duartina/SP,3514502,12421.00
Chavantes/SP,3557204,12418.00
Guaiçara/SP,3517208,12416.00
Paulista/PB,2510907,12411.00
Jardim do Seridó/RN,2405702,12397.00
Cardoso/SP,3510708,12371.00
Mato Verde/MG,3141009,12367.00
Matina/BA,2921054,12359.00
Poranga/CE,2311009,12358.00
Licínio de Almeida/BA,2919405,12357.00
Rio Paranaíba/MG,3155504,12356.00
Cláudia/MT,5103056,12338.00
Jerônimo Monteiro/ES,3203106,12336.00
Santa Fé/PR,4123402,12330.00
Alto Garças/MT,5100409,12323.00
Jacinto/MG,3134707,12320.00
Correia Pinto/SC,4204558,12315.00
Taipu/RN,2413904,12314.00
Pacoti/CE,2309805,12313.00
Pedras de Maria da Cruz/MG,3149150,12313.00
Santa Luzia/BA,2928059,12308.00
Cacequi/RS,4302907,12291.00
Dom Basílio/BA,2910107,12281.00
Capixaba/AC,1200179,12280.00
Paramoti/CE,2310407,12276.00
Loreto/MA,2106102,12271.00
Atílio Vivácqua/ES,3200706,12270.00
Ventania/PR,4128534,12267.00
Iguaracy/PE,2606903,12265.00
Itanhomi/MG,3133204,12259.00
Querência do Norte/PR,4121000,12257.00
Canápolis/MG,3111804,12251.00
Jequeri/MG,3135506,12246.00
Araçás/BA,2902054,12237.00
Ponto dos Volantes/MG,3152170,12235.00
Axixá/MA,2101103,12234.00
São Francisco do Maranhão/MA,2110906,12226.00
Serra do Mel/RN,2413359,12225.00
Itapejara d'Oeste/PR,4111209,12220.00
Congonhal/MG,3117900,12209.00
Santo Amaro das Brotas/SE,2806602,12200.00
Icaraí de Minas/MG,3130051,12200.00
Carmo da Cachoeira/MG,3113909,12193.00
Andrelândia/MG,3102803,12189.00
Capela de Santana/RS,4304689,12183.00
Porto Esperidião/MT,5106828,12176.00
Colares/PA,1502608,12175.00
Santa Leopoldina/ES,3204500,12171.00
Belém de Maria/PE,2601508,12169.00
Saubara/BA,2929750,12163.00
Pimenteiras/PI,2208106,12150.00
Itagi/BA,2915106,12140.00
São Sebastião da Grama/SP,3550803,12137.00
